iter	Passed	Remaining
5172	1062675	991598
5173	1062967	991472
5174	1063085	991185
5175	1063226	990920
5176	1063480	990760
5177	1063703	990571
5178	1064105	990549
5179	1064355	990384
5180	1064647	990259
5181	1064832	990034
5182	1064990	989786
5183	1065173	989559
5184	1065395	989368
5185	1065686	989243
5186	1065889	989035
5187	1066030	988769
5188	1066228	988557
5189	1066421	988340
5190	1066591	988102
5191	1067015	988099
5192	1067287	987955
5193	1067471	987729
5194	1067709	987554
5195	1067853	987291
5196	1068072	987098
5197	1068306	986919
5198	1068520	986721
5199	1068657	986453
5200	1068795	986185
5201	1068971	985952
5202	1069168	985739
5203	1069474	985625
5204	1069703	985442
5205	1069861	985193
5206	1070067	984988
5207	1070304	984811
5208	1070478	984577
5209	1070831	984507
5210	1071098	984358
5211	1071368	984212
5212	1071568	984001
5213	1071734	983759
5214	1071947	983560
5215	1072181	983381
5216	1072438	983222
5217	1072649	983022
5218	1072860	982821
5219	1073033	982585
5220	1073205	982350
5221	1073361	982099
5222	1073762	982072
5223	1074002	981898
5224	1074248	981729
5225	1074480	981548
5226	1074669	981327
5227	1074798	981051
5228	1075004	980846
5229	1075293	980716
5230	1075509	980520
5231	1075664	980269
5232	1075837	980034
5233	1075989	979779
5234	1076289	979659
5235	1076678	979620
5236	1076943	979469
5237	1077188	979299
5238	1077380	979081
5239	1077672	978954
5240	1077928	978794
5241	1078052	978514
5242	1078291	978339
5243	1078536	978169
5244	1078699	977925
5245	1078886	977701
5246	1079330	977712
5247	1079551	977520
5248	1079764	977321
5249	1079986	977130
5250	1080193	976926
5251	1080560	976865
5252	1080799	976690
5253	1081049	976525
5254	1081229	976295
5255	1081488	976138
5256	1081805	976033
5257	1082130	975934
5258	1082398	975784
5259	1082593	975569
5260	1082862	975419
5261	1083263	975389
5262	1083576	975280
5263	1083739	975036
5264	1083867	974760
5265	1084056	974539
5266	1084272	974342
5267	1084463	974123
5268	1084686	973932
5269	1084934	973765
5270	1085133	973552
5271	1085231	973250
5272	1085503	973103
5273	1085718	972905
5274	1086028	972793
5275	1086424	972757
5276	1086638	972558
5277	1086874	972379
5278	1087058	972154
5279	1087251	971937
5280	1087472	971744
5281	1087807	971653
5282	1088091	971517
5283	1088324	971335
5284	1088548	971145
5285	1088777	970960
5286	1089117	970874
5287	1089359	970700
5288	1089650	970569
5289	1089842	970351
5290	1089994	970096
5291	1090268	969951
5292	1090582	969842
5293	1090722	969576
5294	1090884	969331
5295	1091092	969127
5296	1091261	968888
5297	1091464	968679
5298	1091854	968636
5299	1092053	968424
5300	1092288	968244
5301	1092551	968088
5302	1092709	967840
5303	1092995	967705
5304	1093273	967562
5305	1093446	967326
5306	1093550	967031
5307	1093701	966776
5308	1093924	966584
5309	1094094	966347
5310	1094351	966186
5311	1094680	966088
5312	1094930	965921
5313	1095133	965712
5314	1095314	965484
5315	1095465	965229
5316	1095842	965174
5317	1096034	964955
5318	1096193	964708
5319	1096380	964484
5320	1096559	964255
5321	1096717	964007
5322	1096913	963791
5323	1097224	963677
5324	1097553	963579
5325	1097764	963377
5326	1097942	963146
5327	1098102	962901
5328	1098525	962885
5329	1098802	962740
5330	1099115	962628
5331	1099337	962436
5332	1099582	962263
5333	1099857	962117
5334	1100141	961979
5335	1100336	961763
5336	1100557	961570
5337	1100679	961290
5338	1100873	961073
5339	1101033	960826
5340	1101225	960608
5341	1101578	960530
5342	1101745	960290
5343	1101881	960022
5344	1102120	959844
5345	1102251	959573
5346	1102454	959364
5347	1102640	959140
5348	1102898	958979
5349	1103093	958763
5350	1103373	958621
5351	1103550	958389
5352	1103793	958215
5353	1104022	958028
5354	1104272	957861
5355	1104430	957613
5356	1104586	957363
5357	1104758	957127
5358	1104985	956938
5359	1105143	956691
5360	1105537	956647
5361	1105794	956485
5362	1106036	956310
5363	1106212	956077
5364	1106401	955857
5365	1106685	955717
5366	1107096	955688
5367	1107388	955555
5368	1107633	955383
5369	1107830	955168
5370	1108042	954967
5371	1108340	954839
5372	1108665	954735
5373	1108859	954518
5374	1109032	954283
5375	1109227	954068
5376	1109517	953933
5377	1109864	953848
5378	1110069	953640
5379	1110276	953434
5380	1110460	953208
5381	1110667	953002
5382	1110984	952891
5383	1111248	952734
5384	1111508	952574
5385	1111655	952317
5386	1111911	952153
5387	1112145	951969
5388	1112451	951849
5389	1112751	951722
5390	1112941	951502
5391	1113173	951317
5392	1113415	951141
5393	1113780	951070
5394	1114052	950919
5395	1114291	950740
5396	1114473	950513
5397	1114652	950284
5398	1114767	949999
5399	1114926	949751
5400	1115245	949641
5401	1115524	949496
5402	1115720	949281
5403	1115966	949108
5404	1116197	948922
5405	1116594	948878
5406	1116829	948696
5407	1116982	948444
5408	1117216	948260
5409	1117417	948048
5410	1117623	947842
5411	1117863	947663
5412	1118219	947583
5413	1118425	947376
5414	1118573	947120
5415	1118855	946978
5416	1119129	946828
5417	1119563	946814
5418	1119816	946646
5419	1120258	946638
5420	1120442	946413
5421	1120627	946188
5422	1120825	945974
5423	1121100	945825
5424	1121346	945651
5425	1121462	945368
5426	1121595	945099
5427	1121894	944970
5428	1122240	944881
5429	1122638	944835
5430	1122795	944587
5431	1122967	944351
5432	1123201	944166
5433	1123438	943986
5434	1123643	943777
5435	1123954	943658
5436	1124214	943496
5437	1124472	943332
5438	1124714	943155
5439	1124919	942947
5440	1125168	942775
5441	1125421	942607
5442	1125682	942446
5443	1125954	942293
5444	1126122	942054
5445	1126482	941975
5446	1126765	941833
5447	1126974	941627
5448	1127185	941424
5449	1127364	941193
5450	1127544	940964
5451	1127851	940841
5452	1128220	940769
5453	1128521	940641
5454	1128786	940482
5455	1128998	940280
5456	1129367	940208
5457	1129672	940082
5458	1129854	939854
5459	1130004	939600
5460	1130139	939333
5461	1130423	939191
5462	1130604	938962
5463	1130817	938760
5464	1131033	938560
5465	1131258	938368
5466	1131422	938126
5467	1131662	937947
5468	1131889	937757
5469	1132229	937660
5470	1132500	937506
5471	1132728	937316
5472	1132954	937125
5473	1133177	936930
5474	1133325	936675
5475	1133653	936568
5476	1133970	936452
5477	1134213	936274
5478	1134440	936084
5479	1134669	935895
5480	1134951	935750
5481	1135257	935624
5482	1135544	935482
5483	1135691	935226
5484	1135981	935087
5485	1136249	934930
5486	1136511	934768
5487	1136783	934614
5488	1137029	934439
5489	1137244	934238
5490	1137493	934066
5491	1137635	933805
5492	1138104	933813
5493	1138289	933587
5494	1138499	933383
5495	1138689	933162
5496	1138898	932955
5497	1139276	932889
5498	1139610	932785
5499	1139932	932672
5500	1140168	932488
5501	1140347	932257
5502	1140752	932212
5503	1141172	932178
5504	1141475	932049
5505	1141698	931855
5506	1142042	931758
5507	1142421	931691
5508	1142665	931514
5509	1142876	931309
5510	1143183	931183
5511	1143352	930944
5512	1143558	930735
5513	1143971	930695
5514	1144233	930532
5515	1144417	930306
5516	1144592	930071
5517	1144770	929840
5518	1144903	929573
5519	1145100	929357
5520	1145316	929156
5521	1145489	928921
5522	1145703	928719
5523	1145819	928437
5524	1145972	928185
5525	1146144	927949
5526	1146311	927709
5527	1146543	927522
5528	1146793	927349
5529	1146996	927137
5530	1147159	926894
5531	1147298	926632
5532	1147451	926380
5533	1147623	926145
5534	1147931	926018
5535	1148160	925829
5536	1148299	925566
5537	1148558	925400
5538	1148787	925210
5539	1148990	924999
5540	1149176	924774
5541	1149503	924664
5542	1149648	924406
5543	1149844	924189
5544	1150005	923944
5545	1150188	923717
5546	1150362	923483
5547	1150687	923371
5548	1150996	923244
5549	1151142	922988
5550	1151351	922782
5551	1151580	922592
5552	1151808	922401
5553	1151997	922178
5554	1152336	922076
5555	1152583	921900
5556	1152747	921658
5557	1152972	921465
5558	1153231	921299
5559	1153639	921251
5560	1153950	921126
5561	1154143	920908
5562	1154271	920636
5563	1154410	920374
5564	1154613	920163
5565	1154816	919952
5566	1155146	919842
5567	1155380	919656
5568	1155645	919494
5569	1155910	919332
5570	1156033	919057
5571	1156383	918963
5572	1156635	918791
5573	1156900	918629
5574	1157127	918437
5575	1157278	918184
5576	1157445	917945
5577	1157679	917758
5578	1157909	917568
5579	1158116	917361
5580	1158335	917162
5581	1158534	916948
5582	1158652	916669
5583	1158862	916464
5584	1159170	916336
5585	1159456	916190
5586	1159606	915937
5587	1159780	915703
5588	1159911	915435
5589	1160065	915185
5590	1160207	914926
5591	1160338	914658
5592	1160611	914502
5593	1160809	914288
5594	1161070	914122
5595	1161321	913949
5596	1161539	913750
5597	1161886	913651
5598	1162179	913511
5599	1162374	913294
5600	1162491	913015
5601	1162712	912818
5602	1162958	912641
5603	1163230	912484
5604	1163484	912313
5605	1163657	912077
5606	1163856	911864
5607	1164028	911628
5608	1164184	911380
5609	1164328	911123
5610	1164651	911006
5611	1164914	910842
5612	1165174	910675
5613	1165404	910485
5614	1165579	910252
5615	1165778	910037
5616	1166009	909848
5617	1166196	909625
5618	1166371	909392
5619	1166522	909139
5620	1166720	908925
5621	1166916	908708
5622	1167062	908453
5623	1167301	908270
5624	1167695	908207
5625	1167898	907996
5626	1168029	907728
5627	1168271	907548
5628	1168477	907339
5629	1168691	907137
5630	1168915	906942
5631	1169103	906719
5632	1169253	906467
5633	1169379	906196
5634	1169572	905977
5635	1169787	905775
5636	1170029	905594
5637	1170241	905390
5638	1170376	905126
5639	1170524	904873
5640	1170684	904629
5641	1170858	904395
5642	1171006	904142
5643	1171336	904029
5644	1171622	903882
5645	1171774	903632
5646	1171962	903409
5647	1172118	903161
5648	1172298	902933
5649	1172449	902682
5650	1172596	902428
5651	1172869	902271
5652	1173158	902125
5653	1173387	901934
5654	1173552	901694
5655	1173816	901530
5656	1173975	901286
5657	1174207	901097
5658	1174477	900937
5659	1174599	900664
5660	1174730	900398
5661	1174899	900161
5662	1175081	899934
5663	1175251	899698
5664	1175401	899446
5665	1175641	899264
5666	1175953	899136
5667	1176171	898936
5668	1176377	898728
5669	1176570	898509
5670	1176933	898420
5671	1177185	898247
5672	1177400	898045
5673	1177562	897803
5674	1177804	897622
5675	1177943	897362
5676	1178078	897099
5677	1178352	896942
5678	1178679	896826
5679	1178837	896580
5680	1179086	896404
5681	1179316	896214
5682	1179581	896049
5683	1179934	895952
5684	1180147	895749
5685	1180318	895514
5686	1180498	895285
5687	1180669	895050
5688	1180771	894762
5689	1180880	894481
5690	1181108	894288
5691	1181329	894091
5692	1181541	893886
5693	1181688	893634
5694	1181917	893442
5695	1182058	893184
5696	1182207	892932
5697	1182646	892900
5698	1182857	892695
5699	1183005	892442
5700	1183178	892208
5701	1183360	891982
5702	1183527	891744
5703	1183858	891629
5704	1184257	891566
5705	1184414	891320
5706	1184580	891082
5707	1184770	890860
5708	1184914	890605
5709	1185062	890353
5710	1185315	890179
5711	1185555	889996
5712	1185758	889785
5713	1185930	889551
5714	1186102	889317
5715	1186271	889081
5716	1186445	888848
5717	1186713	888685
5718	1187025	888556
5719	1187164	888297
5720	1187305	888040
5721	1187472	887802
5722	1187599	887534
5723	1187794	887318
5724	1188164	887232
5725	1188406	887050
5726	1188551	886796
5727	1188714	886555
5728	1188884	886319
5729	1189101	886118
5730	1189269	885881
5731	1189497	885689
5732	1189785	885542
5733	1189969	885317
5734	1190123	885070
5735	1190283	884827
5736	1190404	884555
5737	1190562	884310
5738	1190870	884178
5739	1191074	883967
5740	1191261	883745
5741	1191495	883557
5742	1191657	883316
5743	1191873	883115
5744	1192112	882931
5745	1192382	882769
5746	1192562	882542
5747	1192761	882327
5748	1192901	882070
5749	1193101	881857
5750	1193308	881650
5751	1193614	881515
5752	1193903	881367
5753	1194091	881145
5754	1194270	880917
5755	1194399	880651
5756	1194652	880477
5757	1194875	880281
5758	1195225	880179
5759	1195459	879991
5760	1195595	879731
5761	1195783	879509
5762	1195971	879286
5763	1196103	879023
5764	1196511	878964
5765	1196739	878771
5766	1196928	878549
5767	1197135	878342
5768	1197305	878107
5769	1197466	877865
5770	1197629	877625
5771	1197878	877447
5772	1198091	877244
5773	1198266	877013
5774	1198478	876809
5775	1198608	876544
5776	1198732	876276
5777	1199179	876243
5778	1199483	876106
5779	1199654	875872
5780	1199785	875608
5781	1200063	875453
5782	1200238	875221
5783	1200457	875022
5784	1200692	874834
5785	1200875	874609
5786	1201048	874376
5787	1201279	874185
5788	1201444	873947
5789	1201837	873874
5790	1202115	873718
5791	1202276	873477
5792	1202476	873263
5793	1202635	873021
5794	1202826	872801
5795	1202922	872513
5796	1203101	872285
5797	1203373	872123
5798	1203679	871987
5799	1203892	871784
5800	1204105	871580
5801	1204280	871349
5802	1204606	871227
5803	1204845	871042
5804	1205028	870817
5805	1205174	870565
5806	1205377	870354
5807	1205600	870157
5808	1205735	869898
5809	1205953	869697
5810	1206281	869577
5811	1206438	869332
5812	1206594	869088
5813	1206752	868845
5814	1206955	868634
5815	1207110	868388
5816	1207410	868248
5817	1207651	868064
5818	1207780	867800
5819	1207967	867578
5820	1208098	867315
5821	1208280	867089
5822	1208487	866881
5823	1208721	866693
5824	1208974	866517
5825	1209097	866250
5826	1209245	865999
5827	1209423	865771
5828	1209589	865534
5829	1209794	865325
5830	1210127	865206
5831	1210409	865052
5832	1210624	864850
5833	1210772	864600
5834	1210948	864370
5835	1211250	864229
5836	1211487	864043
5837	1211764	863885
5838	1212026	863716
5839	1212213	863494
5840	1212335	863226
5841	1212493	862983
5842	1212668	862752
5843	1213047	862667
5844	1213318	862504
5845	1213490	862271
5846	1213636	862020
5847	1213775	861763
5848	1213975	861551
5849	1214181	861342
5850	1214374	861124
5851	1214769	861049
5852	1214946	860820
5853	1215136	860600
5854	1215402	860434
5855	1215683	860278
5856	1216056	860188
5857	1216187	859926
5858	1216353	859689
5859	1216617	859521
5860	1216790	859289
5861	1217022	859099
5862	1217224	858887
5863	1217459	858699
5864	1217627	858463
5865	1217780	858217
5866	1218002	858020
5867	1218133	857758
5868	1218263	857496
5869	1218538	857336
5870	1218822	857182
5871	1219040	856981
5872	1219234	856764
5873	1219409	856534
5874	1219582	856302
5875	1219814	856112
5876	1220228	856049
5877	1220446	855848
5878	1220623	855620
5879	1220789	855382
5880	1220972	855157
5881	1221185	854954
5882	1221461	854794
5883	1221742	854638
5884	1221954	854434
5885	1222138	854209
5886	1222290	853963
5887	1222477	853741
5888	1222648	853507
5889	1223043	853431
5890	1223222	853203
5891	1223383	852963
5892	1223538	852718
5893	1223733	852502
5894	1223903	852268
5895	1224151	852089
5896	1224430	851931
5897	1224544	851658
5898	1224652	851381
5899	1224827	851151
5900	1225053	850956
5901	1225257	850746
5902	1225410	850501
5903	1225671	850330
5904	1225908	850143
5905	1226015	849865
5906	1226202	849643
5907	1226338	849386
5908	1226509	849154
5909	1226632	848887
5910	1227034	848814
5911	1227314	848657
5912	1227442	848394
5913	1227604	848155
5914	1227794	847936
5915	1227974	847709
5916	1228234	847537
5917	1228586	847429
5918	1228736	847182
5919	1228946	846976
5920	1229090	846725
5921	1229271	846499
5922	1229444	846268
5923	1229672	846074
5924	1229913	845890
5925	1230033	845622
5926	1230292	845449
5927	1230441	845201
5928	1230690	845022
5929	1230887	844808
5930	1231090	844597
5931	1231419	844472
5932	1231589	844239
5933	1231736	843990
5934	1231989	843813
5935	1232128	843559
5936	1232251	843294
5937	1232351	843012
5938	1232641	842861
5939	1232838	842647
5940	1233065	842453
5941	1233215	842206
5942	1233450	842017
5943	1233608	841775
5944	1233858	841597
5945	1234142	841441
5946	1234338	841226
5947	1234517	840999
5948	1234701	840775
5949	1234857	840533
5950	1235168	840396
5951	1235466	840250
5952	1235606	839996
5953	1235787	839770
5954	1235986	839557
5955	1236219	839367
5956	1236359	839114
5957	1236564	838904
5958	1236978	838837
5959	1237217	838650
5960	1237444	838456
5961	1237640	838241
5962	1237822	838015
5963	1238086	837846
5964	1238326	837661
5965	1238483	837419
5966	1238686	837208
5967	1238921	837019
5968	1239101	836793
5969	1239260	836552
5970	1239566	836411
5971	1239775	836204
5972	1239981	835995
5973	1240120	835742
5974	1240382	835571
5975	1240548	835335
5976	1241078	835345
5977	1241264	835123
5978	1241433	834889
5979	1241588	834646
5980	1241826	834458
5981	1242018	834240
5982	1242249	834049
5983	1242689	833997
5984	1242972	833840
5985	1243120	833592
5986	1243322	833380
5987	1243439	833113
5988	1243559	832846
5989	1243879	832714
5990	1244074	832497
5991	1244240	832262
5992	1244370	832002
5993	1244531	831764
5994	1244771	831577
5995	1244960	831357
5996	1245319	831251
5997	1245598	831091
5998	1245824	830895
5999	1246045	830697
6000	1246238	830479
6001	1246382	830229
6002	1246678	830080
6003	1246912	829890
6004	1247120	829682
6005	1247290	829450
6006	1247461	829218
6007	1247678	829017
6008	1248022	828899
6009	1248218	828684
6010	1248391	828453
6011	1248545	828209
6012	1248646	827931
6013	1248872	827735
6014	1249032	827497
6015	1249392	827390
6016	1249628	827201
6017	1249796	826967
6018	1249980	826743
6019	1250190	826538
6020	1250317	826276
6021	1250449	826019
6022	1250734	825862
6023	1250996	825690
6024	1251187	825472
6025	1251328	825220
6026	1251448	824955
6027	1251587	824702
6028	1251737	824456
6029	1251908	824224
6030	1252223	824088
6031	1252428	823879
6032	1252586	823638
6033	1252821	823448
6034	1252998	823220
6035	1253148	822975
6036	1253301	822732
6037	1253699	822649
6038	1253893	822432
6039	1254067	822203
6040	1254219	821958
6041	1254386	821724
6042	1254534	821478
6043	1254692	821238
6044	1254972	821077
6045	1255256	820920
6046	1255400	820670
6047	1255608	820463
6048	1255824	820261
6049	1256016	820043
6050	1256238	819845
6051	1256603	819740
6052	1256753	819495
6053	1256881	819236
6054	1257098	819034
6055	1257259	818796
6056	1257408	818550
6057	1257644	818361
6058	1257961	818225
6059	1258098	817971
6060	1258267	817738
6061	1258409	817488
6062	1258640	817296
6063	1258831	817077
6064	1259015	816855
6065	1259427	816780
6066	1259619	816562
6067	1259770	816317
6068	1259940	816085
6069	1260174	815895
6070	1260308	815640
6071	1260614	815496
6072	1260898	815338
6073	1261105	815130
6074	1261299	814913
6075	1261482	814690
6076	1261652	814458
6077	1261956	814312
6078	1262360	814231
6079	1262508	813985
6080	1262716	813778
6081	1262926	813572
6082	1263072	813324
6083	1263329	813148
6084	1263619	812994
6085	1263793	812765
6086	1263934	812514
6087	1264148	812311
6088	1264333	812088
6089	1264478	811840
6090	1264682	811630
6091	1265107	811562
6092	1265252	811314
6093	1265430	811087
6094	1265596	810853
6095	1265887	810699
6096	1266163	810535
6097	1266452	810379
6098	1266723	810212
6099	1266908	809990
6100	1267061	809748
6101	1267209	809502
6102	1267403	809285
6103	1267596	809068
6104	1267901	808923
6105	1268095	808706
6106	1268230	808452
6107	1268409	808226
6108	1268599	808008
6109	1268796	807793
6110	1269120	807660
6111	1269350	807466
6112	1269509	807227
6113	1269661	806984
6114	1269898	806795
6115	1270089	806577
6116	1270402	806436
6117	1270897	806411
6118	1271035	806159
6119	1271190	805918
6120	1271365	805689
6121	1271528	805453
6122	1271708	805228
6123	1271979	805060
6124	1272206	804865
6125	1272401	804649
6126	1272547	804402
6127	1272789	804217
6128	1272928	803965
6129	1273123	803750
6130	1273501	803650
6131	1273720	803449
6132	1273850	803192
6133	1274002	802949
6134	1274169	802716
6135	1274314	802469
6136	1274503	802249
6137	1274710	802041
6138	1274954	801856
6139	1275219	801685
6140	1275451	801493
6141	1275618	801259
6142	1275784	801025
6143	1276018	800834
6144	1276406	800739
6145	1276654	800557
6146	1276815	800320
6147	1277052	800130
6148	1277279	799935
6149	1277591	799793
6150	1277844	799613
6151	1278094	799432
6152	1278222	799174
6153	1278383	798937
6154	1278655	798769
6155	1278848	798553
6156	1279219	798447
6157	1279485	798276
6158	1279663	798049
6159	1279872	797842
6160	1280038	797608
6161	1280252	797404
6162	1280569	797265
6163	1280863	797110
6164	1281062	796897
6165	1281199	796645
6166	1281385	796424
6167	1281567	796201
6168	1281842	796034
6169	1282195	795917
6170	1282379	795694
6171	1282579	795481
6172	1282784	795272
6173	1283041	795094
6174	1283273	794902
6175	1283529	794723
6176	1283721	794506
6177	1283852	794250
6178	1284044	794033
6179	1284194	793790
6180	1284349	793549
6181	1284539	793331
6182	1284917	793228
6183	1285105	793007
6184	1285312	792800
6185	1285569	792622
6186	1285743	792393
6187	1285857	792128
6188	1286033	791900
6189	1286312	791736
6190	1286497	791514
6191	1286660	791279
6192	1286886	791082
6193	1287033	790837
6194	1287271	790648
6195	1287522	790467
6196	1287892	790358
6197	1288157	790186
6198	1288344	789965
6199	1288558	789761
6200	1288763	789551
6201	1289047	789390
6202	1289336	789232
6203	1289594	789055
6204	1289872	788890
6205	1290042	788659
6206	1290558	788640
6207	1290799	788452
6208	1291341	788448
6209	1291729	788350
6210	1292201	788303
6211	1292548	788179
6212	1292782	787987
6213	1292950	787755
6214	1293178	787558
6215	1293463	787397
6216	1293949	787358
6217	1294172	787159
6218	1294381	786952
6219	1294502	786691
6220	1294685	786467
6221	1294909	786269
6222	1295210	786117
6223	1295448	785927
6224	1295666	785725
6225	1295829	785489
6226	1296037	785281
6227	1296239	785069
6228	1296481	784882
6229	1296949	784831
6230	1297133	784608
6231	1297256	784348
6232	1297474	784146
6233	1297689	783942
6234	1297964	783775
6235	1298220	783595
6236	1298362	783347
6237	1298611	783163
6238	1298833	782963
6239	1299045	782758
6240	1299276	782563
6241	1299676	782470
6242	1299826	782227
6243	1299953	781970
6244	1300080	781713
6245	1300244	781479
6246	1300471	781282
6247	1300639	781050
6248	1300957	780907
6249	1301142	780685
6250	1301319	780458
6251	1301516	780243
6252	1301861	780117
6253	1302059	779903
6254	1302430	779792
6255	1302674	779605
6256	1302818	779358
6257	1302953	779107
6258	1303162	778899
6259	1303350	778678
6260	1303514	778444
6261	1303854	778314
6262	1304055	778102
6263	1304254	777888
6264	1304387	777635
6265	1304512	777377
6266	1304645	777124
6267	1304801	776885
6268	1305194	776787
6269	1305443	776603
6270	1305660	776400
6271	1305818	776162
6272	1306063	775976
6273	1306296	775782
6274	1306587	775623
6275	1306931	775495
6276	1307096	775262
6277	1307236	775013
6278	1307364	774757
6279	1307516	774515
6280	1307725	774308
6281	1308124	774213
6282	1308314	773994
6283	1308520	773784
6284	1308730	773577
6285	1308918	773357
6286	1309179	773179
6287	1309442	773004
6288	1309634	772786
6289	1309871	772595
6290	1310072	772382
6291	1310242	772152
6292	1310450	771943
6293	1310814	771826
6294	1311144	771690
6295	1311311	771457
6296	1311410	771185
6297	1311557	770941
6298	1311710	770700
6299	1311846	770449
6300	1312090	770262
6301	1312322	770068
6302	1312425	769798
6303	1312555	769544
6304	1312714	769307
6305	1312892	769081
6306	1313005	768816
6307	1313175	768586
6308	1313527	768462
6309	1313820	768303
6310	1313962	768057
6311	1314091	767802
6312	1314288	767587
6313	1314467	767362
6314	1314619	767121
6315	1314871	766938
6316	1315187	766793
6317	1315348	766558
6318	1315513	766324
6319	1315698	766103
6320	1315903	765892
6321	1316284	765785
6322	1316582	765629
6323	1316773	765410
6324	1316912	765162
6325	1317123	764955
6326	1317310	764735
6327	1317510	764522
6328	1317733	764322
6329	1318124	764220
6330	1318350	764022
6331	1318538	763802
6332	1318817	763635
6333	1318996	763410
6334	1319263	763236
6335	1319508	763049
6336	1319704	762833
6337	1319936	762639
6338	1320155	762437
6339	1320299	762192
6340	1320552	762009
6341	1320984	761930
6342	1321172	761710
6343	1321303	761457
6344	1321457	761217
6345	1321665	761009
6346	1321825	760773
6347	1322055	760577
6348	1322352	760420
6349	1322523	760190
6350	1322667	759945
6351	1322839	759716
6352	1323081	759527
6353	1323231	759285
6354	1323549	759140
6355	1323907	759018
6356	1324094	758797
6357	1324290	758582
6358	1324453	758348
6359	1324630	758121
6360	1324744	757859
6361	1324934	757640
6362	1325264	757502
6363	1325425	757266
6364	1325630	757056
6365	1325925	756898
6366	1326152	756700
6367	1326538	756593
6368	1326766	756396
6369	1326961	756180
6370	1327106	755936
6371	1327273	755704
6372	1327497	755505
6373	1327664	755273
6374	1327921	755092
6375	1328174	754909
6376	1328344	754679
6377	1328478	754429
6378	1328615	754180
6379	1328881	754004
6380	1329082	753792
6381	1329469	753685
6382	1329680	753478
6383	1329914	753285
6384	1330058	753040
6385	1330263	752829
6386	1330523	752651
6387	1330840	752504
6388	1331098	752323
6389	1331288	752104
6390	1331460	751875
6391	1331638	751650
6392	1331821	751428
6393	1332087	751252
6394	1332418	751112
6395	1332634	750909
6396	1332781	750666
6397	1332949	750435
6398	1333172	750235
6399	1333323	749994
6400	1333556	749800
6401	1333776	749598
6402	1333963	749378
6403	1334157	749161
6404	1334329	748932
6405	1334489	748697
6406	1334623	748447
6407	1334920	748288
6408	1335270	748159
6409	1335464	747943
6410	1335652	747723
6411	1335832	747499
6412	1336007	747272
6413	1336158	747032
6414	1336532	746916
6415	1336747	746711
6416	1336920	746483
6417	1337064	746239
6418	1337207	745994
6419	1337414	745785
6420	1337521	745520
6421	1337902	745409
6422	1338203	745252
6423	1338403	745039
6424	1338569	744807
6425	1338804	744613
6426	1339029	744414
6427	1339275	744227
6428	1339497	744026
6429	1339651	743787
6430	1339801	743547
6431	1339927	743293
6432	1340133	743083
6433	1340384	742898
6434	1340718	742759
6435	1341019	742603
6436	1341211	742385
6437	1341370	742150
6438	1341570	741937
6439	1341699	741684
6440	1341829	741433
6441	1342012	741211
6442	1342231	741008
6443	1342412	740785
6444	1342652	740593
6445	1342810	740358
6446	1343019	740150
6447	1343157	739902
6448	1343478	739756
6449	1343694	739552
6450	1343906	739346
6451	1344099	739129
6452	1344241	738884
6453	1344470	738687
6454	1344630	738453
6455	1344827	738238
6456	1345126	738080
6457	1345320	737864
6458	1345472	737624
6459	1345719	737437
6460	1345910	737219
6461	1346063	736981
6462	1346409	736848
6463	1346704	736687
6464	1346852	736446
6465	1346996	736202
6466	1347113	735944
6467	1347278	735712
6468	1347462	735490
6469	1347581	735233
6470	1347856	735062
6471	1348112	734879
6472	1348223	734618
6473	1348409	734397
6474	1348561	734159
6475	1348778	733955
6476	1349089	733803
6477	1349412	733657
6478	1349537	733403
6479	1349652	733144
6480	1349844	732927
6481	1349955	732666
6482	1350160	732456
6483	1350360	732243
6484	1350603	732054
6485	1350839	731860
6486	1350988	731620
6487	1351196	731411
6488	1351472	731240
6489	1351655	731018
6490	1351998	730883
6491	1352264	730706
6492	1352429	730474
6493	1352636	730265
6494	1352778	730021
6495	1352954	729795
6496	1353135	729572
6497	1353407	729398
6498	1353839	729311
6499	1354012	729083
6500	1354219	728874
6501	1354415	728659
6502	1354566	728420
6503	1354737	728192
6504	1354997	728011
6505	1355240	727822
6506	1355475	727628
6507	1355686	727421
6508	1355919	727225
6509	1356128	727018
6510	1356341	726812
6511	1356681	726674
6512	1356829	726433
6513	1356935	726170
6514	1357083	725930
6515	1357259	725704
6516	1357418	725470
6517	1357548	725219
6518	1357755	725010
6519	1358123	724887
6520	1358318	724672
6521	1358466	724432
6522	1358611	724189
6523	1358772	723956
6524	1358944	723729
6525	1359263	723579
6526	1359505	723389
6527	1359780	723216
6528	1359936	722980
6529	1360130	722764
6530	1360297	722534
6531	1360476	722310
6532	1360730	722126
6533	1361020	721961
6534	1361174	721724
6535	1361315	721480
6536	1361447	721232
6537	1361633	721012
6538	1361828	720796
6539	1362186	720667
6540	1362456	720491
6541	1362644	720272
6542	1362807	720040
6543	1362996	719822
6544	1363153	719586
6545	1363310	719351
6546	1363554	719162
6547	1363876	719013
6548	1364155	718842
6549	1364306	718604
6550	1364460	718367
6551	1364688	718169
6552	1364998	718014
6553	1365265	717837
6554	1365482	717633
6555	1365690	717424
6556	1365864	717198
6557	1365989	716946
6558	1366173	716725
6559	1366504	716581
6560	1366800	716419
6561	1366990	716201
6562	1367177	715981
6563	1367382	715771
6564	1367492	715512
6565	1367655	715279
6566	1367945	715114
6567	1368251	714957
6568	1368481	714760
6569	1368670	714541
